Appid,Game_title,Platform,Release_date,Price,original_price
2117940,The Slush Force,['win'],"23 Dec, 2023",¥42.00,
2486520,Paint Desk Simulator,['win'],"23 Dec, 2023",¥11.00,
2716190,Dungeons of Dragons,['win'],"23 Dec, 2023",¥6.00,
2710950,Revenge Of The Colon,['win'],"23 Dec, 2023",¥33.00,
2566070,Animus Toil - Bonus Content ($10 Donation),"['win', 'mac', 'linux']","23 Dec, 2023",¥41.86,
2566060,Animus Toil - Bonus Content ($5 Donation),"['win', 'mac', 'linux']","23 Dec, 2023",¥21.71,
2566050,Animus Toil - Bonus Content ($2 Donation),"['win', 'mac', 'linux']","23 Dec, 2023",¥10.04,
2566040,Animus Toil - Bonus Content ($1 Donation),"['win', 'mac', 'linux']","23 Dec, 2023",¥6.00,
2566030,Animus Toil,['win'],"23 Dec, 2023",Free,
2437230,Trim For Your Dream,['win'],"23 Dec, 2023",¥58.00,
1888860,Disaster Island,['win'],"23 Dec, 2023",¥22.00,
2709220,Veranoia: Nightmare of Case 37,['win'],"23 Dec, 2023",¥22.00,
2687410,ライブピクト,['win'],"22 Dec, 2023",Free,
2603740,Atoms and Time,['win'],"22 Dec, 2023",¥11.00,
2477790,Max's Tales,['win'],"22 Dec, 2023",¥15.00,
2463700,Chimp Quest: Spirit Isle,"['win', 'mac']","22 Dec, 2023",¥48.00,
2373390,VVAV ONE,['win'],"22 Dec, 2023",¥69.00,
2664650,Paper Work,['win'],"22 Dec, 2023",¥42.00,
1287540,Dino Hazard: Chronos Blackout,['win'],"22 Dec, 2023",¥70.00,
2723850,Tank Of The Kayra,['win'],"22 Dec, 2023",¥6.00,
2693350,偷外卖模拟器（我在2083年的末世求生）,['win'],"22 Dec, 2023",¥15.00,
2716270,The Witch's Cauldron Prologue,['win'],"22 Dec, 2023",Free,
2747030,ELISE Sewer Level Demo,['win'],"22 Dec, 2023",Free,
2675890,Star Vortex: Free Edition,['win'],"22 Dec, 2023",Free,
2749030,My Little Universe Xmas Character Pack,"['win', 'mac']","22 Dec, 2023",¥3.00,¥15.00
2722130,傀儡禁域,['win'],"22 Dec, 2023",¥22.00,
2689640,Super Cube 3D,['win'],"22 Dec, 2023",¥15.00,
2595300,Forgotten Symphony,['win'],"22 Dec, 2023",Free,
2718720,Lost Mansion,['win'],"22 Dec, 2023",¥15.00,
2707970,night nite,['win'],"22 Dec, 2023",¥10.50,¥15.00
2735980,Angel Legion-DLC Shaohua (Cyan),"['win', 'mac']","22 Dec, 2023",Free,
2749740,Bug Bash Demo,['win'],"22 Dec, 2023",Free,
1872350,FASTER,['win'],"22 Dec, 2023",Free,
2673450,Mr. Sanna Clozz,"['win', 'mac']","22 Dec, 2023",¥76.00,
1521100,Casual Pro Wrestling,['win'],"22 Dec, 2023",¥58.00,
2742880,Broke Signal Badlands: A World of Desert Adventure Demo,['win'],"22 Dec, 2023",Free,
2696880,Cursed Mansion - Rose Christmas Costume,['win'],"22 Dec, 2023",¥15.00,
1309290,Shadow of Valhalla,"['win', 'group_separator']","22 Dec, 2023",¥70.00,
2679780,P.P.SH,"['win', 'mac', 'linux']","22 Dec, 2023",¥52.00,
2707120,Dorasyeoda Soundtrack,['music'],"22 Dec, 2023",¥15.00,
2704270,Dorasyeoda,['win'],"22 Dec, 2023",¥42.00,
2732260,Bunny eShop - Desktop Pet Tuya,['win'],"22 Dec, 2023",Free,
2745640,《未解之谜2：桥师》 Demo,['win'],"22 Dec, 2023",Free,
2531560,Project Arcade,['win'],"22 Dec, 2023",¥6.00,
2745180,Gloaming Comedian Simulator - DLC 01: Scapegoath Science,"['win', 'linux']","22 Dec, 2023",Free,
2687600,Doppelgänger,"['win', 'mac']","22 Dec, 2023",¥52.00,
2719210,Slime Link,['win'],"22 Dec, 2023",¥6.00,
2704870,Crying Alone,['win'],"22 Dec, 2023",¥11.00,
2531290,VTOL VR: EF-24 Mischief - Electronic Warfare,['win'],"22 Dec, 2023",¥48.00,
2742110,Taboo Trial DLC Hildr,['win'],"22 Dec, 2023",¥6.00,
2742100,Taboo Trial DLC Rossweisse,['win'],"22 Dec, 2023",¥6.00,
2680350,Damage x2 - Jinshin,['win'],"22 Dec, 2023",¥22.00,
2680360,Full Restore - Jinshin,['win'],"22 Dec, 2023",¥18.00,
2680340,Experience x3 - Jinshin,['win'],"22 Dec, 2023",¥22.00,
2620210,Jinshin,['win'],"22 Dec, 2023",¥58.00,
2609130,Polyhop: The Skybound Islands,['win'],"22 Dec, 2023",¥24.99,
2722260,Umbrella Girl,['win'],"22 Dec, 2023",Free,
2561200,Envoy,"['win', 'mac']","22 Dec, 2023",Free,
2640770,Himiko's Journey Demo,['win'],"22 Dec, 2023",Free,
2480030,Over Islands Demo,['win'],"22 Dec, 2023",Free,
2713370,Deep In The Snowy Night 2,['win'],"22 Dec, 2023",¥15.00,
2598480,Tale of the Shadow World,['win'],"22 Dec, 2023",¥6.00,
2063660,Photoelektric,"['win', 'group_separator']","22 Dec, 2023",¥18.00,
2349240,OSLO:2084,"['win', 'mac']","22 Dec, 2023",Free,
2720690,Elf Shield,['win'],"22 Dec, 2023",¥6.00,
2746940,Clipbase Demo,['win'],"22 Dec, 2023",Free,
1412070,Siege the Day,['win'],"22 Dec, 2023",¥12.90,¥43.00
2683760,Blouncy,"['win', 'linux']","22 Dec, 2023",Free,
2702470,Poly Roam,['win'],"22 Dec, 2023",¥46.00,
2684680,Just Keep Running - Chapter 1 & 2 Demo,"['win', 'mac', 'linux']","22 Dec, 2023",Free,
2647560,Cybercore Leap,['win'],"22 Dec, 2023",¥11.00,
2535820,Arkanoid - Eternal Battle : Battle Royale F2P Edition,['win'],"22 Dec, 2023",Free,
2694520,Gallery of Things: Reveries,"['win', 'mac']","22 Dec, 2023",¥48.00,
2574890,Pirate Jam - Space DLC,['win'],"22 Dec, 2023",¥6.00,
2163500,Punzel: Chapter I - Toujours la Meme Histoire,['win'],"22 Dec, 2023",¥33.00,
2308000,Centipede Gun,['win'],"22 Dec, 2023",¥15.00,
1273790,Empires and Tribes,"['win', 'mac']","22 Dec, 2023",¥80.00,
2475690,The Talos Principle 2 Soundtrack,['music'],"22 Dec, 2023",¥25.20,¥42.00
2644010,Nebel Geisterjäger ~ The First Lamb,['win'],"22 Dec, 2023",¥60.00,
2673000,Christmas Runner,['win'],"22 Dec, 2023",¥33.00,
2024160,Highrise City: Metro & Planes,['win'],"22 Dec, 2023",¥15.00,
2744540,Heretic's Fork: Inside The Fire,['win'],"22 Dec, 2023",¥15.00,
2702080,Great Naval Battles: The Final Fury,['win'],"22 Dec, 2023",¥25.20,¥42.00
2421560,Wolf Souls,['win'],"22 Dec, 2023",¥22.00,
2299810,Monster Camp Character Pack - Colorful Campers,"['win', 'mac', 'linux']","22 Dec, 2023",¥18.00,
1560880,Automatrons - Tower Defense,"['win', 'mac', 'linux']","22 Dec, 2023",¥17.99,
2482440,Leap up no Justu: Double,['win'],"22 Dec, 2023",¥6.00,
2711900,RPG Maker MZ - KR Snow Castle Tileset,"['win', 'mac']","22 Dec, 2023",¥62.00,
2711830,RPG Maker MV - KR Snow Castle Tileset,"['win', 'mac', 'linux']","22 Dec, 2023",¥62.00,
2711910,RPG Maker MZ - KR Royal Fortress Tileset,"['win', 'mac']","22 Dec, 2023",¥56.00,
2711850,RPG Maker MV - KR Royal Fortress Tileset,"['win', 'mac', 'linux']","22 Dec, 2023",¥56.00,
2711870,RPG Maker MZ - KR Holy Saints Cathedral Tileset,"['win', 'mac']","22 Dec, 2023",¥56.00,
2711810,RPG Maker MV - KR Holy Saints Cathedral Tileset,"['win', 'mac', 'linux']","22 Dec, 2023",¥56.00,
2711920,RPG Maker MZ - KR Dark Academia Library Tileset,"['win', 'mac']","22 Dec, 2023",¥56.00,
2711860,RPG Maker MV - KR Dark Academia Library Tileset,"['win', 'mac', 'linux']","22 Dec, 2023",¥56.00,
2714500,PEBI - GOLDEN HAT,['win'],"22 Dec, 2023",¥58.00,
2503360,Containment Zones,['win'],"22 Dec, 2023",¥11.00,
1256780,Ultimate Fishing Simulator - Florida DLC,['win'],"22 Dec, 2023",¥22.00,
2695680,MK1: Quan Chi,['win'],"22 Dec, 2023",¥56.00,
2027040,WOE,['win'],"21 Dec, 2023",¥22.00,
2724720,AETHERIS - Digital Artbook,"['win', 'mac']","21 Dec, 2023",¥22.00,
2216990,Under The Waves ( Original Game Soundtrack),['music'],"21 Dec, 2023",¥42.00,
1949570,Recoil,['win'],"21 Dec, 2023",¥11.00,
2432100,ONE.,['win'],"21 Dec, 2023",¥76.00,
1768650,Path of the Abyss,['win'],"21 Dec, 2023",¥29.00,
2722240,Survival: Fountain of Youth Supporter Pack,['music'],"21 Dec, 2023",¥36.00,
2696830,Saltsea Chronicles Wallpaper Pack,"['win', 'mac']","21 Dec, 2023",Free,
2680870,SSR,['win'],"21 Dec, 2023",¥6.00,
2746460,Tap Craft Demo,"['win', 'mac', 'linux']","21 Dec, 2023",Free,
2685210,Where Jellyfish 水母在哪里,['win'],"21 Dec, 2023",Free,
2383220,DETECTIVE - Stella Porta case,['win'],"21 Dec, 2023",¥46.00,
2726740,Don't Text and Drive,['win'],"21 Dec, 2023",¥22.00,
2736460,Boti: Byteland Overclocked - Hidden Giftware DLC,['win'],"21 Dec, 2023",Free,
2705390,One Military Camp - Christmas Season,['win'],"21 Dec, 2023",Free,
2531230,Whispering Shadows,['win'],"21 Dec, 2023",Free,
2739550,Craft The World - Invasion,"['win', 'mac']","21 Dec, 2023",¥18.00,
2707040,KRAMPEN,['win'],"21 Dec, 2023",Free,
2727340,Session: Skate Sim - Year 1 Pack,['win'],"21 Dec, 2023",¥91.80,¥108.00
858030,Paranoia: Happiness is Mandatory,['win'],"21 Dec, 2023",¥108.00,
2602580,Europa Universalis IV: Utopia Holy Roman Empire Music Pack,"['win', 'mac', 'linux']","21 Dec, 2023",¥28.00,
2706990,Fill the Cat Box!,"['win', 'mac', 'linux']","21 Dec, 2023",¥13.99,
2698480,Somerville Original Soundtrack,['music'],"21 Dec, 2023",¥42.00,
2739820,Ultimate Ball - Fire Ball,['win'],"21 Dec, 2023",¥42.00,
2666070,WitchSpring R Soundtrack,['music'],"21 Dec, 2023",¥52.00,
2641350,YoloX - Crosshair Overlay,['win'],"21 Dec, 2023",¥43.50,
2490930,富甲天下W,['win'],"21 Dec, 2023",¥49.00,
2524800,HOT WHEELS UNLEASHED™ 2 - AcceleRacers Expansion Pack,['win'],"21 Dec, 2023",¥59.00,
2315250,RIDE 5 - Racing Icons Pack,['win'],"21 Dec, 2023",¥59.00,
2524440,TEKKEN 8 - DEMO,['win'],"21 Dec, 2023",Free,
2644040,Ruff City,"['win', 'mac']","21 Dec, 2023",¥18.00,
2679890,Social Status: Life Simulator,['win'],"21 Dec, 2023",¥26.00,
1700300,World Warfare & Economics,"['win', 'mac']","21 Dec, 2023",¥90.00,
2457910,Scientifically Accurate Dinosaur Mating Simulator 2022: American Revolution 1775 - 1786: Scientifically Accurate Dinosaur Mating Simulator 2023: French Revolution 1789 - 1799,"['win', 'linux']","21 Dec, 2023",Free,
2725690,Seed of the World Demo,['win'],"21 Dec, 2023",Free,
1999730,Fiora Arc,['win'],"21 Dec, 2023",Free,
2710410,Genius Moves!,['win'],"21 Dec, 2023",¥15.00,
2717110,Fifteen,['win'],"21 Dec, 2023",¥15.00,
2717120,Shape of Clouds,['win'],"21 Dec, 2023",Free,
2717130,Pixsaw,['win'],"21 Dec, 2023",¥15.00,
2375760,Aery - Calm Mind 4,['win'],"21 Dec, 2023",¥37.00,
1816770,Meteoric VR,"['win', 'group_separator']","21 Dec, 2023",¥50.00,
2714810,The Arrogant Kaiju Princess and The Detective Servant Soundtrack,['music'],"21 Dec, 2023",¥15.00,
2732030,[CN/国服] 生死狙击2 - 特惠大礼包,['win'],"21 Dec, 2023",¥186.00,
2731960,NARAKA: BLADEPOINT - Flying Squirrel,['win'],"21 Dec, 2023",¥210.00,
2732000,NARAKA: BLADEPOINT - Gossamer Iris Pack,['win'],"21 Dec, 2023",¥130.00,
2731980,NARAKA: BLADEPOINT - Iris' Whisper Pack,['win'],"21 Dec, 2023",¥130.00,
2731970,NARAKA: BLADEPOINT - Phoenix Princess Pack,['win'],"21 Dec, 2023",¥175.00,
2701600,Together We Live Soundtrack,['music'],"21 Dec, 2023",¥29.00,
2612110,Forza Motorsport 1985 Buick #6 Performance Motorsports Somerset Regal Trans-Am,['win'],"21 Dec, 2023",¥11.00,
2685070,World War: Rome - Free Strategy Game,['win'],"21 Dec, 2023",Free,
2686780,G-MODEアーカイブス+ 探偵・癸生川凌介事件譚 Vol.13「黄昏は瑠璃の追憶」,['win'],"21 Dec, 2023",¥33.00,
2518850,The Callisto Protocol - Snake Skin,['win'],"21 Dec, 2023",,
2518840,The Callisto Protocol - Gore Skin,['win'],"21 Dec, 2023",,
2518830,The Callisto Protocol - Biophage Skin,['win'],"21 Dec, 2023",,
2605700,Rhythm Journey,['win'],"21 Dec, 2023",Free,
2718820,Boundless Skies,['win'],"21 Dec, 2023",¥10.04,
2724840,United States of America Jigsaw Puzzles - Expansion Pack 4,['win'],"21 Dec, 2023",¥6.00,
2723930,United States of America Jigsaw Puzzles - Expansion Pack 3,['win'],"21 Dec, 2023",¥6.00,
2745210,Lasertron Demo,['win'],"21 Dec, 2023",Free,
2612220,Cosmic Armada,['win'],"21 Dec, 2023",¥42.00,
2731730,CONCLUSE 2 Holiday Soundtrack,['music'],"21 Dec, 2023",¥11.00,
2215980,Finger Trees,['win'],"21 Dec, 2023",¥15.00,
2714600,Hidden Capybaras with Orange,['win'],"21 Dec, 2023",¥11.00,
2475220,Deidthraw,['win'],"21 Dec, 2023",¥36.00,
2706240,Ooga Demo,['win'],"21 Dec, 2023",Free,
2268560,Zombie Survival Game Online,['win'],"21 Dec, 2023",¥58.00,
2712900,TAXI TAXI TAXI,"['win', 'linux']","21 Dec, 2023",¥10.04,
1818100,Splitfire Demo,['win'],"21 Dec, 2023",Free,
2699310,Windsor - Grand Strategy Demo,"['win', 'mac']","21 Dec, 2023",Free,
1403760,Ultra Engine,['win'],"21 Dec, 2023",¥198.00,
2713070,Few Nights More: Genesis,['win'],"21 Dec, 2023",Free,
2722570,Christmas Girls,['win'],"21 Dec, 2023",¥6.00,
2714900,OG Puzzlers: Fall 2K23,['win'],"21 Dec, 2023",¥6.00,
2715000,OG Memory:  Fall 2K23,['win'],"21 Dec, 2023",¥6.00,
2335220,Dolls,['win'],"21 Dec, 2023",¥29.00,
2713940,OG Memory: Kira Maus,['win'],"21 Dec, 2023",¥6.00,
2694380,The First Present,['win'],"21 Dec, 2023",¥22.00,
2746670,PolyZen Drive Demo,['win'],"21 Dec, 2023",Free,
2589490,Diabetor & The Sugar Monsters,['win'],"21 Dec, 2023",¥42.00,
2217740,Kitty Survivors: Rogues of Catmere,['win'],"20 Dec, 2023",¥15.00,
2287040,o---o,['win'],"20 Dec, 2023",¥15.75,
2632470,Battle Shapers Soundtrack,['music'],"20 Dec, 2023",¥42.00,
2723590,Rogue Slime,['win'],"20 Dec, 2023",¥58.00,
2294411,Fernbus Simulator - Altano TX,['win'],"20 Dec, 2023",¥58.00,
2294413,Fernbus Simulator - Astromega,['win'],"20 Dec, 2023",¥58.00,
2294412,Fernbus Simulator - Altano TDX,['win'],"20 Dec, 2023",¥58.00,
2499800,Garten of Banban 6,['win'],"20 Dec, 2023",¥42.00,
2714510,Star Ship Survivor,['win'],"20 Dec, 2023",¥6.00,
2514900,Your Journey of Survival,['win'],"20 Dec, 2023",¥52.00,
2451460,Lazarus A.D. 2222,"['win', 'linux']","20 Dec, 2023",¥22.00,
1110400,TS Marketplace: Shimmns-ttu Wagon Pack,['win'],"20 Dec, 2023",¥22.00,
2680830,写给妖精的情诗（love poem written for a fairy、妖精への情詩）,['win'],"20 Dec, 2023",¥58.00,
2693470,Journey To The Wand,['win'],"20 Dec, 2023",¥15.00,
2723870,United States of America Jigsaw Puzzles - Expansion Pack 2,['win'],"20 Dec, 2023",¥6.00,
2716560,United States of America Jigsaw Puzzles - Expansion Pack 1,['win'],"20 Dec, 2023",¥6.00,
2712410,Kill Santa,['win'],"20 Dec, 2023",¥22.00,
2681980,Finite State Automaton Challenges 2,"['win', 'mac']","20 Dec, 2023",¥11.00,
2482090,CapooPals - 2023 Winter Pack,"['win', 'mac']","20 Dec, 2023",¥38.00,
2685810,Micro macro farm,['win'],"20 Dec, 2023",¥15.00,
2333420,Dungeon Mage,['win'],"20 Dec, 2023",Free,
2739110,Tiny Breakers Camp Demo,['win'],"20 Dec, 2023",Free,
2439730,BossHunter VR,"['win', 'group_separator']","20 Dec, 2023",¥41.86,
2735650,Anarchy: Elite Combo Pack,['win'],"20 Dec, 2023",¥18.00,
2525970,Do Not Feed the Monkeys 2099 - Two cage seasoning pack,"['win', 'mac']","20 Dec, 2023",Free,
2725080,SUPER LIFTPIA,['win'],"20 Dec, 2023",Free,
2611000,Metavoidal Demo,"['win', 'mac']","20 Dec, 2023",Free,
1830540,Rallyallyally,"['win', 'mac', 'linux']","20 Dec, 2023",¥33.00,
2699860,Yog-Sothoth's Yard - Official Picture Package,['win'],"20 Dec, 2023",Free,
2693340,DARK FOREST,['win'],"20 Dec, 2023",¥6.00,
2724810,Oil Coin,['win'],"20 Dec, 2023",¥6.00,
2704720,Orbius,['win'],"20 Dec, 2023",¥15.00,
2725460,Cover Yourself in Blood,"['win', 'linux']","20 Dec, 2023",Free,
2697890,Titan Revenge,['win'],"20 Dec, 2023",Free,
2734110,Mage Mayhem Soundtrack,['music'],"20 Dec, 2023",¥11.00,
2231270,New Stars,"['win', 'linux']","20 Dec, 2023",¥76.00,
2583920,Ep.家族,['win'],"20 Dec, 2023",¥40.00,
1579270,Triadino,['win'],"20 Dec, 2023",¥11.00,
2680000,Persha and the Magic Labyrinth - Soundtrack,['music'],"20 Dec, 2023",¥33.00,
2538160,Stealth Blade,['win'],"20 Dec, 2023",¥18.00,
2705330,Phantom Vortex VR,"['win', 'group_separator']","20 Dec, 2023",¥92.00,
2084740,MOCHI A GIRL,['win'],"20 Dec, 2023",¥76.00,
2695910,双生幻想,['win'],"20 Dec, 2023",,
2542860,Conquest of Empires 2,['win'],"20 Dec, 2023",Free,
2718740,Three Kingdoms The Last Warlord-Heroes Assemble,['win'],"20 Dec, 2023",¥28.00,
2722760,Intruder Alert,['win'],"20 Dec, 2023",¥11.00,
2741310,Mazemerizzz Demo,['win'],"20 Dec, 2023",Free,
2695870,You Got Crabs,['win'],"20 Dec, 2023",¥15.00,
2685220,Where Pandas 熊猫在哪里,['win'],"20 Dec, 2023",¥6.00,
2690980,Fire Guardian,['win'],"20 Dec, 2023",¥6.00,
2584850,CHUTNEY: Space Survivor,['win'],"20 Dec, 2023",Free,
2578400,Bible Trivia,['win'],"20 Dec, 2023",¥6.00,
2678460,Detective Dave,['win'],"20 Dec, 2023",¥6.00,
2630000,Chasing Chickens,['win'],"20 Dec, 2023",¥26.00,
2731440,IL-2 Sturmovik: Achtung Spitfire! Campaign,['win'],"20 Dec, 2023",¥52.00,
2731420,IL-2 Sturmovik: Flying Circus - Volume III,['win'],"20 Dec, 2023",¥268.00,
2731430,IL-2 Sturmovik: CG-4A Collector Plane,['win'],"20 Dec, 2023",¥76.00,
2164870,Sinister Entity,['win'],"20 Dec, 2023",¥26.00,
2648760,Moonbreaker Soundtrack,['music'],"20 Dec, 2023",¥42.00,
2593080,Tank Mayhem,['win'],"20 Dec, 2023",¥22.00,
2723830,True Boxing VR Demo,"['win', 'group_separator']","20 Dec, 2023",Free,
2648350,Supreme Ruler The Great War Remastered DLC,['win'],"20 Dec, 2023",¥31.50,¥42.00
2648290,Supreme Ruler The Great War Remastered,['win'],"20 Dec, 2023",¥76.00,
2383780,Treasure Hunter: History of Monastery Gold,['win'],"20 Dec, 2023",¥22.00,
2702500,Supreme Ruler 2030 Expansion Pass,['win'],"20 Dec, 2023",¥50.22,¥100.00
2723190,Suika game 3D,['win'],"20 Dec, 2023",¥18.00,
2711510,Don't Starve Together: Starter Pack 2024,"['win', 'mac', 'linux']","20 Dec, 2023",¥15.00,
444570,Ultra Engine Pro,['win'],"20 Dec, 2023",¥282.24,¥504.00
2269130,Wild River Run,['win'],"20 Dec, 2023",¥58.00,
2520580,Up N' Down,['win'],"20 Dec, 2023",¥18.00,
2692700,Meet Your Maker - Sector 3: Decayed Hope - Cosmetic Collection,['win'],"20 Dec, 2023",¥26.00,
2710390,DANGER ZONE BOMBER,['win'],"20 Dec, 2023",¥15.00,
2357730,Slimesventure: Your Destination - Supporter Edition,['win'],"20 Dec, 2023",¥15.00,
2671130,Galactic Civilizations IV - Tales of Centauron,['win'],"20 Dec, 2023",¥42.00,
2655150,King Jister 3,"['win', 'mac']","19 Dec, 2023",¥26.00,
2728970,GameGuru MAX Steampunk Asset Pack - HUD's,['win'],"19 Dec, 2023",¥52.20,¥58.00
2746080,Multiplayer Platform Golf Demo,"['win', 'mac']","19 Dec, 2023",Free,
1354230,Love Tavern,['win'],"19 Dec, 2023",¥47.60,¥68.00
2390480,Beach Invasion 1945 - Pacific,['win'],"19 Dec, 2023",¥42.00,
2566020,Raindrop Sprinters,['win'],"19 Dec, 2023",¥42.00,
2649630,House of Jigsaw: Amazing Colors of the World,['win'],"19 Dec, 2023",¥15.00,
2627160,Fantasy Grounds - Vampire: The Masquerade 5th Edition Chicago By Night,"['win', 'mac', 'linux']","19 Dec, 2023",¥186.00,
2732880,Fantasy Grounds - Mysteries of the Ancients,"['win', 'mac', 'linux']","19 Dec, 2023",¥198.00,
2716510,Fantasy Grounds - Steinhardt's Guide to the Eldritch Hunt,"['win', 'mac', 'linux']","19 Dec, 2023",¥252.00,
2728210,Fantasy Grounds - Latin American Monsters,"['win', 'mac', 'linux']","19 Dec, 2023",¥77.28,
2592050,Fantasy Grounds - Deep Magic Volume 1,"['win', 'mac', 'linux']","19 Dec, 2023",¥108.80,¥136.00
2731600,Fantasy Grounds - Pathfinder 2 RPG - Pathfinder Society Scenario #1-06: Lost on the Spirit Road,"['win', 'mac', 'linux']","19 Dec, 2023",¥26.00,
2728030,Fantasy Grounds - Pathfinder RPG - Campaign Setting: Path of the Hellknight,"['win', 'mac', 'linux']","19 Dec, 2023",¥76.00,
2676490,Fantasy Grounds - Pathfinder RPG - Pathfinder Companion: Chronicle of Legends,"['win', 'mac', 'linux']","19 Dec, 2023",¥58.00,
2701040,Fantasy Grounds - Pathfinder RPG - Pathfinder Module: Academy of Secrets,"['win', 'mac', 'linux']","19 Dec, 2023",¥92.00,
2716580,Fantasy Grounds - Star Trek Adventures: Eight Layers Deep,"['win', 'mac', 'linux']","19 Dec, 2023",¥22.00,
2702550,Fantasy Grounds - Dune: Coriolis Storm,"['win', 'mac', 'linux']","19 Dec, 2023",¥26.00,
2716480,Fantasy Grounds - Horror of Huntley House,"['win', 'mac', 'linux']","19 Dec, 2023",¥22.00,
2691540,Fantasy Grounds - Horror Companion Adventure (SWADE) - Patient Zero,"['win', 'mac', 'linux']","19 Dec, 2023",¥22.00,
2668650,Fantasy Grounds - Creatures & Treasures III,"['win', 'mac', 'linux']","19 Dec, 2023",¥36.00,
2668520,Fantasy Grounds - Pathfinder RPG - Pathfinder Flip-Mat Classics - Urban Tavern,"['win', 'mac', 'linux']","19 Dec, 2023",¥66.00,
1677120,Tails of Iron - Crimson Knight DLC,['win'],"19 Dec, 2023",¥11.00,
2715450,Tails of Iron - Artbook,"['win', 'mac', 'linux']","19 Dec, 2023",¥22.00,
1059980,Just King,['win'],"19 Dec, 2023",¥22.00,
2702050,Phantasie Memorial Set,['win'],"19 Dec, 2023",¥25.20,¥42.00
2702090,Star Command (1988),['win'],"19 Dec, 2023",¥15.60,¥26.00
2702100,Savage Warriors,['win'],"19 Dec, 2023",¥13.00,¥26.00
2702110,Prophecy of the Shadow,['win'],"19 Dec, 2023",¥13.00,¥26.00
2702130,Renegade: Battle for Jacob's Star,['win'],"19 Dec, 2023",¥13.00,¥26.00
2707260,Wargame Construction Set,['win'],"19 Dec, 2023",¥15.60,¥26.00
2707270,Wargame Construction Set II: Tanks!,['win'],"19 Dec, 2023",¥15.60,¥26.00
2707280,Wargame Construction Set III: Age of Rifles 1846-1905,['win'],"19 Dec, 2023",¥15.60,¥26.00
2464660,WarBreeds,['win'],"19 Dec, 2023",¥13.00,¥26.00
2487900,MX vs ATV Legends - Compound Pack,['win'],"19 Dec, 2023",¥42.00,
2487892,MX vs ATV Legends - Husqvarna Pack 2023/2024,['win'],"19 Dec, 2023",¥22.00,
2449910,MyGF: Another,"['win', 'mac']","19 Dec, 2023",¥18.00,
2692050,DCS: P-51D Debden Eagles Campaign by Reflected Simulations,['win'],"19 Dec, 2023",¥86.66,
2504620,Match Gem 99,"['win', 'mac']","19 Dec, 2023",¥22.00,
2598400,Reclaim The Sea Demo,['win'],"19 Dec, 2023",Free,
2690580,Luminaria: Dark Echoes,"['win', 'mac', 'linux']","19 Dec, 2023",¥22.00,
